date,exchange_rate
2024-10-29,1385.0
2024-10-30,1380.0
2024-10-31,1376.0
2024-11-01,1380.5
2024-11-02,1380.5
2024-11-03,1380.5
2024-11-04,1376.0
2024-11-05,1379.8
2024-11-06,1401.0
2024-11-07,1385.0
2024-11-08,1399.5
2024-11-09,1399.5
2024-11-10,1399.5
2024-11-11,1401.3
2024-11-12,1408.5
2024-11-13,1407.0
2024-11-14,1406.0
2024-11-15,1396.0
2024-11-16,1396.0
2024-11-17,1396.0
2024-11-18,1393.5
2024-11-19,1393.5
2024-11-20,1400.2
2024-11-21,1400.0
2024-11-22,1405.5
2024-11-23,1405.5
2024-11-24,1405.5
2024-11-25,1400.5
2024-11-26,1397.5
2024-11-27,1393.0
2024-11-28,1396.5
2024-11-29,1396.5
2024-11-30,1396.5
2024-12-01,1396.5
2024-12-02,1406.5
2024-12-03,1417.5
2024-12-04,1413.5
2024-12-05,1416.5
2024-12-06,1424.0
2024-12-07,1424.0
2024-12-08,1424.0
2024-12-09,1432.0
2024-12-10,1435.5
2024-12-11,1430.5
2024-12-12,1431.8
2024-12-13,1436.2
2024-12-14,1436.2
2024-12-15,1436.2
2024-12-16,1438.5
2024-12-17,1438.2
2024-12-18,1451.7
2024-12-19,1448.0
2024-12-20,1449.5
2024-12-21,1449.5
2024-12-22,1449.5
2024-12-23,1452.6
2024-12-24,1459.2
2024-12-25,1459.2
2024-12-26,1469.2
2024-12-27,1476.0
2024-12-28,1476.0
2024-12-29,1476.0
2024-12-30,1471.8
2024-12-31,1477.0
2025-01-01,1477.0
2025-01-02,1471.5
2025-01-03,1471.0
2025-01-04,1471.0
2025-01-05,1471.0
2025-01-06,1462.9
2025-01-07,1454.5
2025-01-08,1461.0
2025-01-09,1460.7
2025-01-10,1474.8
2025-01-11,1474.8
2025-01-12,1474.8
2025-01-13,1468.0
2025-01-14,1461.0
2025-01-15,1456.0
2025-01-16,1457.5
2025-01-17,1459.5
2025-01-18,1459.5
2025-01-19,1459.5
2025-01-20,1441.0
2025-01-21,1436.5
2025-01-22,1437.0
2025-01-23,1436.5
2025-01-24,1446.0
2025-01-25,1446.0
2025-01-26,1446.0
2025-01-27,1446.0
2025-01-28,1446.0
2025-01-29,1446.0
2025-01-30,1446.0
2025-01-31,1459.0
2025-02-01,1459.0
2025-02-02,1459.0
2025-02-03,1458.0
2025-02-04,1453.5
2025-02-05,1445.5
2025-02-06,1447.0
2025-02-07,1457.8
2025-02-08,1457.8
2025-02-09,1457.8
2025-02-10,1452.2
2025-02-11,1452.5
2025-02-12,1453.5
2025-02-13,1443.0
2025-02-14,1443.8
2025-02-15,1443.8
2025-02-16,1443.8
2025-02-17,1443.0
2025-02-18,1442.5
2025-02-19,1443.5
2025-02-20,1434.7
2025-02-21,1438.3
2025-02-22,1438.3
2025-02-23,1438.3
2025-02-24,1430.2
2025-02-25,1432.8
2025-02-26,1435.5
2025-02-27,1449.5
2025-02-28,1462.0
2025-03-01,1462.0
2025-03-02,1462.0
2025-03-03,1462.0
2025-03-04,1455.5
2025-03-05,1446.0
2025-03-06,1448.5
2025-03-07,1449.8
2025-03-08,1449.8
2025-03-09,1449.8
2025-03-10,1459.0
2025-03-11,1453.0
2025-03-12,1452.0
2025-03-13,1455.0
2025-03-14,1454.5
2025-03-15,1454.5
2025-03-16,1454.5
2025-03-17,1445.0
2025-03-18,1451.8
2025-03-19,1458.3
2025-03-20,1466.5
2025-03-21,1465.5
2025-03-22,1465.5
2025-03-23,1465.5
2025-03-24,1467.7
2025-03-25,1464.6
2025-03-26,1469.0
2025-03-27,1466.0
2025-03-28,1471.0
2025-03-29,1471.0
2025-03-30,1471.0
2025-03-31,1474.0
2025-04-01,1471.5
2025-04-02,1467.5
2025-04-03,1452.2
2025-04-04,1461.5
2025-04-05,1461.5
2025-04-06,1461.5
2025-04-07,1470.5
2025-04-08,1486.5
2025-04-09,1454.5
2025-04-10,1454.0
2025-04-11,1427.2
2025-04-12,1427.2
2025-04-13,1427.2
2025-04-14,1422.0
2025-04-15,1428.5
2025-04-16,1417.0
2025-04-17,1419.5
2025-04-18,1423.8
2025-04-19,1423.8
2025-04-20,1423.8
2025-04-21,1421.5
2025-04-22,1432.5
2025-04-23,1427.5
2025-04-24,1432.0
2025-04-25,1439.5
2025-04-26,1439.5
2025-04-27,1439.5
2025-04-28,1443.8
2025-04-29,1433.5
2025-04-30,1433.5
2025-05-01,1433.5
2025-05-02,1384.5
2025-05-03,1384.5
2025-05-04,1384.5
2025-05-05,1384.5
